#Name	TATA-box	Inr	CCAAT-box	GC-box
LMNB2_1	0	0	0	0
TNFAIP6_1	1	0	0	0
FMC1_1	0	0	0	1
BIRC5_1	0	0	0	0
PUM3_1	0	1	0	0
RWDD4_1	0	0	1	1
ITM2A_1	0	0	0	0
RPS28_1	1	0	0	1
FEM1B_1	0	0	0	0
ULK3_1	0	0	0	0
RASGRP1_1	0	0	0	1
PPWD1_1	0	0	1	0
SNCA_1	0	1	0	0
NOS2_1	1	0	0	0
ARL10_1	0	1	0	1
ARHGAP29_1	0	0	0	1
ATE1_1	0	0	0	1
LYRM7_1	0	0	0	0
VEZF1_1	0	0	0	1
PTGER3_1	0	0	0	1
BAZ2B_1	0	0	0	0
ATM_1	0	1	0	0
PTTG1IP_1	1	0	0	0
CALB1_1	1	0	0	0
PEX10_1	0	1	0	0
CNIH1_1	0	1	0	1
NSDHL_1	0	0	1	1
C4orf33_1	0	0	1	1
CCDC47_1	0	0	0	1
NCAM1_1	0	1	0	1
ALKBH5_1	0	1	1	1
CD47_1	0	0	1	1
ARSJ_1	0	0	0	0
NTF3_1	0	1	0	0
WNT9A_1	1	1	1	1
CIP2A_1	0	0	0	0
RHOF_1	0	0	1	0
TNR_1	0	1	0	0
MERTK_1	0	0	0	1
AP3M1_2	0	0	0	0
KLHL7_1	0	1	0	0
RB1CC1_1	0	0	0	0
APC2_1	0	0	0	0
RFXAP_1	0	1	0	0
SRL_1	1	0	0	1
YWHAG_1	0	0	0	1
UBE2D3_1	0	1	0	1
VEGFA_2	0	0	0	0
RAB11B_1	0	1	0	0
SST_1	1	1	0	1
SFPQ_1	1	0	1	0
NRTN_1	0	0	0	1
SF3A3_1	0	0	0	1
CHP1_1	1	0	0	1
HSF2BP_1	0	0	0	1
ORC3_2	0	0	0	1
UBIAD1_1	0	0	0	0
SDHB_1	0	0	0	0
RILPL2_1	0	0	0	1
SGSH_1	0	1	0	0
OGDH_1	0	0	0	1
TOE1_1	0	0	0	0
BOD1L1_2	0	1	0	1
CIAPIN1_1	0	1	0	1
NCALD_1	0	1	0	0
NRAS_1	0	0	0	1
EXOSC1_1	0	0	0	0
RUVBL1_1	0	0	1	0
FUNDC2_1	0	0	0	1
DLGAP4_2	0	0	0	1
CACNG1_1	1	0	0	0
NXPE3_1	0	0	0	1
SLC20A2_1	0	1	0	0
ISYNA1_1	0	0	0	0
KCNN2_1	0	1	0	1
POLR2K_1	0	0	0	0
PSD2_2	0	0	0	0
DRD4_1	0	0	0	1
THRB_1	0	1	0	0
MKKS_1	0	0	1	0
NDUFS5_1	0	0	0	1
ZCRB1_2	0	0	0	0
WIPF1_2	1	0	0	0
MED9_1	0	1	0	0
CERS5_1	0	1	0	1
CDH17_1	0	1	0	0
RD3L_1	0	1	1	0
GARS_1	0	0	0	0
ERAL1_1	0	0	0	0
CRYBB3_1	1	0	0	0
GC_1	1	0	1	0
MGLL_2	0	0	0	0
NEK7_2	0	1	0	0
SDF2L1_1	0	0	1	0
SETD7_1	0	0	0	1
OAF_1	0	0	0	0
ABHD17C_1	0	0	0	1
TOMM7_1	0	1	0	0
TNS3_3	0	0	0	0
C5orf30_1	0	0	0	1
HSP90B1_1	1	0	1	1
PBRM1_1	0	0	0	0
AKR1B1L_2	1	1	0	1
CRISPLD1_1	1	0	0	0
NR2E1_1	0	0	0	0
IMPDH_3	0	0	0	1
MARS2_1	0	0	1	0
WDR77_1	0	0	0	1
NUBP2_1	0	1	1	1
OTUD6B_1	0	0	0	0
MGEA5_1	0	1	0	1
TAB1_2	0	1	1	1
GEMIN4_1	0	0	0	0
MTX3_1	0	0	1	0
CMSS1_1	0	0	0	0
KLF12_1	0	0	0	1
ARPC4_1	0	1	0	0
METTL16_1	0	0	1	0
DNAI1_1	0	0	0	1
COPS7B_1	0	1	1	0
SUDS3_1	0	0	0	1
RSL1D1_1	0	0	0	1
MFF_1	0	1	0	0
STT3A_2	0	1	0	1
TMEM33_1	0	1	0	0
EXOSC2_1	0	0	0	0
PSD3_1	0	1	0	0
KLHL15_1	0	1	0	1
RASGRP3_1	0	1	1	0
EPB41_1	0	1	0	1
FBXO28_1	0	0	0	0
RRBP1_1	0	1	0	1
FKBP6_1	0	0	1	1
NFKB2_4	0	0	0	1
TPMT_1	0	0	0	1
STK25_1	0	0	0	1
PPIL3_1	0	0	0	1
KIAA1143_1	0	0	1	1
NUBP1_1	0	0	0	0
CSTF3_1	0	0	0	0
STT3B_1	0	1	1	1
RABEPK_1	0	1	0	1
TANK_1	0	0	0	0
AASDHPPT_1	0	0	0	1
CTDSPL2_1	0	0	0	1
TLCD1_1	0	1	0	1
UBL7_1	0	1	1	1
LGALS8_1	0	0	0	1
ADPGK_1	0	1	0	1
ENPP4_1	0	0	0	1
SAP30BP_1	0	0	0	1
ACBD3_1	0	0	0	1
OLFM1_2	0	0	0	1
ARL6IP5_1	0	1	0	0
ATP4B_1	1	0	0	0
LARP1_1	0	1	0	0
COPG1_1	0	1	0	1
GZMA_1	1	0	0	0
CALCOCO2_1	0	0	0	1
SETD6_1	0	0	0	0
YPEL5_1	1	1	0	1
HNMT_1	0	0	0	0
GNG10_1	0	1	0	0
ARL3_1	0	1	1	1
LARGE1_1	0	0	0	1
NSMCE2_1	0	1	0	0
TIA1_1	0	0	0	0
ANXA5_1	0	0	0	0
THRA_2	0	0	0	0
FAM117B_1	0	0	0	1
ATP1B1_1	1	0	1	1
NTSR1_1	1	1	0	0
PDE6H_1	1	0	0	0
ESRRG_2	0	0	0	1
SH3KBP1_1	0	0	0	0
LAMP2_1	0	0	0	1
CHMP4B_1	0	0	0	0
EXOC6_1	0	1	0	1
P2RX4_2	0	1	0	0
C3orf33_1	0	0	0	1
RABGAP1L_1	0	1	0	0
TLK1_1	0	1	0	0
TM4SF18_1	0	0	0	0
POLR2L_1	0	0	0	0
PTRHD1_1	0	0	0	0
UPRT_1	0	0	0	0
KLHL2_1	0	0	0	0
SDC4_1	1	1	0	1
PTGS2_1	1	0	0	1
PEMT_1	0	0	0	0
LTA4H_1	0	1	0	1
PGM2L1_1	0	0	0	0
TUBB6_1	1	0	0	1
SLA_2	0	1	1	0
CTSK_1	0	1	0	0
AKAP1_1	0	0	0	1
ILF2_1	0	0	1	0
MAPKAPK3_1	0	0	0	0
TNNC1_1	1	1	0	0
HOXC13_1	0	0	1	1
GNAS_1	0	1	0	0
NARFL_1	0	0	0	0
POMP_1	0	0	0	1
PDLIM3_1	1	1	0	0
MIB2_1	0	0	0	0
HDHD3_1	0	0	0	1
RPL19_1	0	0	0	1
RBFA_1	0	0	0	1
LDHD_1	0	1	0	0
WWC3_1	0	0	0	0
EPB41L5_1	0	0	0	0
MOV10_1	0	0	0	0
RASSF3_1	0	0	0	0
MTTP_1	1	0	0	0
kcnma1_1	0	0	0	0
NDUFA10_1	0	0	0	0
SCG3_1	0	0	0	1
LPAR6_1	0	0	0	0
PBLD_1	0	0	0	0
ZMPSTE24_1	0	0	0	0
PDE3A_1	0	0	0	0
HAO1_1	1	0	0	0
CLNS1A_1	0	0	0	1
FKBP12_1	0	0	0	1
CCDC12_1	0	0	0	0
HP1BP3_2	0	0	0	0
AGMAT_1	0	1	0	0
TNS1_1	0	0	0	0
PTGDR_1	0	0	0	0
C12orf4_1	0	0	0	0
LRRC59_1	0	0	0	0
GLB1L_1	0	1	0	1
UNC93A_1	0	0	0	0
PCYOX1_1	0	1	0	1
CENPU_1	0	0	0	0
NRP1_1	0	0	0	0
CPNE1_1	0	0	0	1
UCK1_1	0	0	0	1
ERAP1_1	0	0	0	0
RGS16_1	1	1	0	1
ST14_1	0	0	0	0
YWHAE_1	0	1	0	1
CCNA1_1	1	0	0	0
MYBPC1_1	1	0	0	1
WDR61_2	0	0	0	0
CRHR2_1	0	1	1	0
LMNB1_1	0	1	1	1
BET1_1	0	0	1	0
TATDN1_1	0	0	0	0
ELF3_1	1	0	0	0
CASQ2_1	0	1	0	0
LACTB2_1	0	0	0	1
EDARADD_1	0	0	0	1
KDM5B_1	0	0	0	1
PPP2CB_1	0	1	0	0
SAR1A_1	0	1	0	1
FRRS1_1	0	0	0	0
PKP4_2	0	0	0	0
GRB10_1	0	0	0	0
BRIX1_1	0	0	0	0
DOT1L_1	0	0	0	0
STARD3_1	0	0	0	0
HBP1_1	0	0	0	0
MARCKSL1_1	0	1	0	0
MAN1A1_1	0	1	1	1
CCDC92_1	0	1	0	1
FHL2_1	0	0	0	0
PLD5_2	0	0	0	0
CLN6_1	0	1	0	0
TMEM216_1	0	0	0	0
ATG9A_1	0	1	0	0
PRDX4_1	0	1	0	1
Zfp36l1_1	1	0	0	1
TPM3_2	1	0	0	0
C12orf45_1	0	1	0	0
ITGA1_1	0	1	0	0
FUT10_1	0	0	0	0
SUV39H2_1	0	0	1	0
ING5_1	0	0	0	1
CUEDC2_1	0	0	0	0
NUP37_1	0	0	0	0
CATHL1_1	1	0	0	1
TMA16_1	0	0	0	0
MFSD10_1	0	0	0	0
LIN28A_1	0	0	0	0
TRNT1_1	0	0	0	0
ILK_1	0	1	0	1
NT5C3B_1	0	0	0	0
GNAT1_1	0	1	0	0
NDUFB4_1	0	0	0	0
LUM_1	0	1	0	0
CDC20_1	1	0	1	1
NUCKS1_1	0	1	1	1
NSG2_1	0	1	0	0
CYBA_1	1	0	0	1
SORD_1	0	0	0	1
PCK1_1	1	0	0	0
URB2_1	0	0	0	1
ADH5_2	0	0	0	0
COX17_1	0	0	0	0
CRTAC1_1	1	0	0	1
SLC30A1_1	0	0	1	1
SLC18B1_1	0	0	0	0
MORN4_1	0	0	1	0
FAM96B_2	0	1	0	1
BET1L_1	0	0	0	0
RFC2_1	0	1	0	1
VOPP1_1	0	0	0	1
GP1BB_1	0	0	0	0
RNF4_1	0	0	0	1
SLC17A6_1	0	1	0	0
BPNT1_1	0	0	0	0
TIMM9_1	0	0	0	0
HMGN3_1	0	1	1	0
GNPDA1_1	0	0	0	0
MRPL33_1	0	0	0	0
CDK2AP1_2	0	1	0	1
TMEM175_1	0	0	0	1
CHCHD7_1	1	0	1	1
FKBP5_1	0	1	1	1
PAIP2_1	0	0	0	0
C19orf24_1	0	0	0	0
FP_2	0	0	0	1
PANX3_1	0	0	0	0
TFAP2B_1	0	1	0	0
SPG21_1	0	0	1	1
CACNA1D_1	0	0	0	0
CTSH_1	0	1	0	1
DUSP4_2	0	0	0	0
NCSTN_1	0	1	0	1
DPH7_1	0	0	0	1
DBR1_1	0	0	0	1
CDC14B_1	0	0	1	1
SEMA3F_2	0	0	0	0
DPYSL2_1	0	1	1	0
CTNNB1_1	0	0	0	1
COPA_1	0	0	0	0
CDK7_1	0	0	0	0
ATP5J_1	0	0	0	0
SLC25A21_1	0	0	0	0
ORC3_1	0	0	0	0
MED24_2	0	0	0	0
TOP2A_1	1	1	1	1
KIFC1_1	0	0	0	1
FLT4_1	0	1	0	1
SDHAF4_1	0	1	0	1
SDHB_2	0	0	0	0
ALDOB_1	1	0	1	0
BMPR1B_1	0	0	0	0
STK17A_1	0	0	0	1
PATZ1_1	0	0	0	0
IGSF6_1	0	0	0	0
GSTZ1_1	0	0	0	0
TRMT2B_1	0	0	0	0
SLC1A2_1	0	1	0	1
HSP90AB1_1	0	0	0	0
BLOC1S6_1	0	1	0	0
WNK2_1	0	0	0	1
RLBP1_1	0	1	0	0
GMFB_1	0	1	1	0
SMU1_1	0	0	0	1
UBXN2B_1	0	0	0	1
SPACA9_1	0	0	0	0
NUDT1_1	0	0	0	1
C11orf96_1	1	0	0	1
OARD1_1	0	0	0	1
SYT8_1	0	1	0	0
EDNRB2_1	0	1	1	0
TCTN2_1	0	1	0	1
ARG2_1	0	1	1	1
PAAF1_1	0	0	0	1
MCAM_1	0	1	0	0
AP3B1_1	0	0	0	1
LIMD2_1	1	0	0	0
TANGO2_1	0	0	1	1
WWP2_1	0	1	0	0
FASN_1	1	1	0	0
RSF1_1	0	0	0	1
RNLS_1	0	0	0	0
BPHL_1	0	0	0	0
ABCC4_1	0	1	0	0
APOD_1	1	0	0	1
TMEM47_1	0	0	0	1
MIEN1_1	0	0	0	0
SUCLG2_1	0	0	0	0
RCSD1_1	0	1	0	0
SH3GL1_1	0	0	0	0
PDLIM4_1	1	0	0	1
GLT8D1_1	0	0	0	0
RASA2_1	0	1	0	1
ELAVL4_1	1	1	1	0
SCNN1A_1	0	0	0	0
XPO1_1	0	1	1	0
AQP11_1	0	0	0	0
LRPAP1_1	0	0	0	0
DBI_1	0	1	1	0
FADD_1	0	0	0	1
CNOT10_1	0	1	0	0
STOML1_1	0	1	0	0
CDC42_1	0	0	0	1
Pax5B_1	0	1	0	0
PNPLA7_1	0	0	0	0
PFDN1_2	0	1	0	0
FAM195B_1	0	0	0	1
HEXB_1	0	1	0	1
ADA_1	0	0	0	1
SRSF10_1	0	0	0	0
CBX4_1	0	1	0	0
SSFA2_1	0	0	0	0
CREM_1	0	0	1	1
CCT4_1	0	0	0	1
SPRYD7_1	0	1	0	1
ASPN_1	0	1	0	0
ALDH6_1	0	0	0	1
NPR2_1	0	0	0	1
PHF20L1_1	0	0	0	0
EBF1_1	0	0	0	0
OLFML3_2	0	1	0	0
SLC25A3_1	0	0	0	1
CPAMD8_1	0	1	0	1
SELM_1	0	0	0	1
GPM6A_1	1	1	0	0
DEPDC1B_1	0	1	1	0
KIAA1024_1	0	0	0	0
NIT2_1	0	0	0	1
NUP98_1	0	0	1	1
TXNDC17_1	0	1	0	0
DTD1_1	0	0	0	0
ATP6V1C1_1	0	0	0	1
SLC25A43_1	0	0	0	1
HNRNPK_3	0	0	1	1
GADD45B_1	1	1	1	1
SFXN5_2	0	0	0	1
NRGN_1	0	0	0	0
MYDGF_1	0	0	1	0
WDR92_1	0	0	0	0
CRHBP_1	1	0	0	0
ASPG_1	0	0	0	1
BABAM2_1	0	0	0	0
RAD51AP1_1	0	1	0	0
LGALS2_1	0	0	0	0
SLC25A33_1	0	0	0	0
TMEM30A_1	0	0	0	1
DDX4_1	0	0	1	0
CLSPN_1	0	0	1	1
HTATSF1_1	0	0	1	1
PLEKHA2_1	0	1	0	1
SYNM_2	0	1	0	0
CDC40_1	0	0	0	0
FST_1	1	0	0	0
SAR1B_2	1	1	0	1
PABPC1_1	1	0	0	0
ACOT9_1	0	0	0	1
RPL27A_1	0	0	0	1
NDRG3_2	0	1	0	0
ACOT7_1	0	0	0	1
SEC61A2_1	0	1	0	0
TAF1B_1	0	0	0	0
CRYM_1	1	0	0	1
SELENOF_1	0	0	0	0
CDC2L1_1	0	0	0	0
TMCO1_1	0	0	1	0
IHH_1	0	1	0	0
RANGAP1_1	0	0	1	1
SCP2_2	0	0	0	1
RAB3GAP2_1	0	0	0	0
FGFBP2_1	1	0	0	0
FAM49A_1	0	0	0	0
BFSP1_1	0	0	0	0
NDUFAF5_1	0	0	0	0
JPT2_1	0	0	0	0
UBAP2L_1	0	1	0	0
FBLN5_1	0	1	0	0
EIF5_1	0	1	1	0
CSDC2_1	0	1	0	1
SQSTM1_1	1	0	0	1
SIL1_1	0	0	0	1
EIF1B_1	0	1	0	0
PDGFC_1	0	0	0	0
SZRD1_1	0	0	0	0
C12orf29_1	0	0	0	0
NQO1_1	0	1	0	1
LRP3_1	0	0	0	0
SNN_1	0	0	0	1
UTP15_1	0	1	0	0
IPP_1	0	0	0	1
B4GALT1_1	0	1	0	1
JAGN1_1	0	0	0	0
PCIF1_1	0	0	0	0
PNRC1_1	0	1	1	1
FAM169B_2	0	0	0	0
C1orf159_1	0	0	0	0
SOST_1	0	0	1	1
CSNK2A2_1	0	0	0	1
ZBTB26_1	0	0	0	1
TBL2_1	0	0	0	1
ALDH7A1_1	0	0	0	0
OPTC_1	0	0	0	1
MPG_2	0	0	0	0
CCNB2_1	1	1	1	1
ESD_2	0	0	0	0
GJC2_1	0	0	0	0
RINT1_1	0	0	0	0
SAMHD1_1	0	0	0	1
RNF13_1	0	0	0	1
GINS1_1	0	0	0	1
CBFB_1	0	0	0	0
FASTKD2_1	0	0	1	0
TADA2B_1	0	0	1	0
ETS1_2	0	0	0	0
GRAMD1C_1	1	0	0	1
LIFR_1	0	0	0	0
SETD1B_1	0	0	0	0
ADMP_1	0	0	0	0
RBM12_1	0	0	0	1
SLC19A1_1	0	0	0	1
POLR1C_1	0	0	0	0
KCNC2_1	0	1	1	1
MCM3_1	0	0	1	1
MAPT_1	0	0	0	1
EFCAB1_1	0	0	0	1
PEX7_1	0	0	0	0
TWF1_1	0	0	0	0
SPTLC1_1	0	0	0	0
RABGGTB_1	0	0	0	0
ASB6_1	0	0	0	1
ACAD9_1	0	0	0	1
SVOP_1	0	1	0	0
FDXACB1_1	0	0	0	0
F8_1	0	0	0	0
PCCB_1	0	0	0	0
ESRP2_1	0	0	1	0
TECRL_1	1	0	0	0
TMEM144_1	0	0	0	0
CNOT1_2	0	0	0	0
ING4_1	0	1	0	1
IPO11_2	0	1	0	0
HGF_1	0	0	0	0
KLHL11_1	0	1	0	0
CDX1_1	1	0	0	1
COPS2_1	0	0	0	1
TMEM206_1	0	0	0	0
KIF1A_1	0	1	1	1
BRPF1_1	0	1	0	1
NIFK_1	0	1	0	0
GTF2E2_1	0	0	0	0
TIPIN_1	0	0	0	1
SPHKAP_1	0	0	0	0
CDC26_1	0	0	0	0
GPR146_1	0	0	0	0
GABPB1_1	0	0	0	1
CYB5R2_1	0	1	0	0
DHRSX_2	0	0	0	1
RNF6_1	0	0	0	0
SLC31A1_2	0	0	0	0
DCAF13_1	0	0	0	0
BAG1_1	0	0	0	1
VPS4B_1	0	0	0	1
FAM168A_2	0	0	0	0
ABHD3_1	0	0	0	0
FLI1_1	0	0	0	1
YWHAB_1	0	0	1	1
BAZ2A_1	0	0	0	0
WIPI2_1	0	0	0	1
MOCS3_1	0	0	1	0
ADIPOR2_2	0	0	1	1
DHX38_1	0	0	0	0
MRPS25_1	0	0	0	0
CCDC80_1	0	1	0	0
PHB2_1	0	0	1	0
TRAP1_1	0	0	0	0
BAK1_1	0	0	0	0
OPCML_1	0	0	0	0
NPL_1	0	1	0	1
SEPSECS_1	0	0	0	0
TBX2_1	0	0	0	0
KARS_1	0	1	0	0
FYTTD1_1	0	0	0	1
SERTAD2_1	0	1	0	0
UCHL5_1	0	1	0	1
TIGAR_1	0	0	0	0
CALCRL_1	0	0	0	1
CTSC_1	1	0	0	0
DYNC1I2_3	0	1	0	0
PRRC1_2	0	0	0	0
CFD_1	0	0	0	0
KHDC4_1	0	0	0	0
FAIM_1	0	0	0	0
NPM3_1	0	0	0	1
NDC1_1	0	0	1	0
NFYC_2	0	0	1	0
ARPC2_1	0	0	0	1
CTBP1_1	0	1	1	1
UPB1_1	0	0	1	0
tac1_1	1	0	0	1
IL6_1	0	0	0	0
TRMT61B_1	0	1	0	0
HBAD_1	1	1	0	1
NIPSNAP2_1	0	1	0	1
TK1_1	0	1	0	0
HPS4_1	0	1	0	0
SEC24A_1	0	0	0	1
LIPA_1	1	0	0	1
TRAPPC6B_1	0	1	0	1
RPLP0_1	1	0	1	0
NOC4L_1	0	0	0	0
TMEM209_1	0	1	0	1
ADI1_1	0	0	1	0
EFHD2_1	0	1	0	0
DPYS_2	0	1	0	0
UGP2_1	1	0	0	1
PLS1_1	0	0	0	0
SOSTDC1_1	1	1	0	1
COPE_1	0	0	1	0
M6PR_1	0	0	1	1
SLC14A1_1	1	1	0	0
SLC35B4_1	0	0	0	1
WNT7B_1	0	1	1	1
ECI2_2	0	0	0	0
QRSL1_2	0	1	0	1
BNIP1_1	0	1	0	0
KPNA4_1	0	0	1	0
HACD2_1	0	0	0	0
LYPLAL1_1	0	0	0	0
SLC6A11_1	0	0	1	1
PPP4R2_1	0	0	0	1
IST1_1	0	0	0	0
HEBP1_1	0	1	0	0
TRAPPC3_1	0	0	0	0
ST3GAL6_2	0	1	0	0
SENP5_1	0	0	0	0
CLIC4_1	0	1	0	1
ARID4B_2	0	1	0	1
MYBPC3_1	0	0	0	1
DACT1_1	0	0	0	1
NDUFAF8_1	0	1	1	0
JADE1_1	0	0	1	0
SPRED1_1	0	0	0	0
EBAG9_1	0	0	0	0
JMJD7_2	0	0	0	0
LUC7L3_1	0	0	0	1
ATP2A2_1	0	0	0	1
RPP30_1	0	0	0	0
GLRX5_1	0	1	1	0
ALKBH2_1	0	0	0	0
PRRX1_2	1	1	0	0
BRCA1_1	0	1	1	0
RGS6_1	0	1	0	1
RFESD_1	0	1	0	1
PDCD10_1	1	0	1	1
NFE2L1_2	0	0	0	1
FAM206A_1	0	0	0	1
SGCB_1	0	1	0	0
MRPL37_1	0	0	0	0
TMEM177_1	0	0	0	0
DNAJC15_1	0	0	0	1
CHST11_1	0	0	0	1
DHRS7C_1	0	1	1	0
EIF5B_1	0	0	0	0
RCBTB1_1	0	0	0	1
TUBB3_1	1	0	1	1
NHLRC3_1	0	0	0	0
KCHIP2_1	0	1	0	1
GTF2F2_1	0	0	0	1
CHIA_1	1	1	0	0
WDR89_1	0	0	0	1
CELF1_1	0	1	0	0
UQCRQ_1	0	0	0	0
PPP2R5C_1	0	1	0	0
DPP10_1	0	1	0	1
CALN1_1	0	0	0	0
CNOT1_1	0	0	1	1
SFRP2_1	0	1	1	1
GNAI2_1	0	1	0	1
REEP3_1	0	1	0	0
REPS2_1	0	1	0	1
SLC7A5_1	1	0	0	0
PEBP1_1	0	0	1	1
STX17_1	0	0	0	0
ANGEL2_1	0	1	0	0
WDR1_1	0	0	0	1
SHC3_1	0	0	0	0
CREM_2	0	1	0	0
FLT1_2	0	0	0	1
COCH_1	0	0	0	0
MGST3_2	0	0	0	0
MOCS2_1	0	0	0	1
ZCCHC10_1	0	1	0	0
HOOK1_1	0	0	0	1
TNRC6A_1	0	0	0	1
TAB1_1	0	0	1	1
TASP1_1	0	0	0	1
IL15_1	0	0	0	0
CLPX_1	0	0	0	0
TPCN3_1	0	0	0	0
SLN_1	0	1	0	0
MMADHC_1	0	1	1	1
FUCA1_1	0	0	0	0
SMPD3_1	0	0	0	1
UPF1_1	0	0	0	1
ROCK2_1	0	1	0	0
MTHFSD_1	0	0	0	1
TERF1_1	0	1	1	0
TEX264_1	0	0	0	1
TRIM35_1	0	0	0	0
VEGFC_1	0	1	0	0
GLYR1_1	0	0	0	1
STUB1_1	0	1	0	1
METAP2_1	0	0	0	0
CENPO_1	0	0	0	1
CLDND1_1	0	0	0	1
BRAP_2	0	0	0	0
MAFK_2	0	1	0	0
TMEM53_1	0	0	1	1
MGST1_1	0	1	1	1
UCHL1_1	1	0	0	1
SEPN1_1	0	1	0	0
GRHL1_2	0	1	1	1
PFDN2_1	0	0	0	0
NRBF2_1	0	0	0	0
FAM210A_1	0	1	0	0
WDR36_1	0	0	0	0
RUFY1_1	0	1	0	0
TNIP2_1	1	0	0	0
FUT11_1	0	0	0	0
SCYL2_1	0	0	0	0
TAPT1_1	0	0	1	0
SCAP_1	0	0	0	1
GMNN_2	0	0	0	1
TMEM94_1	0	0	1	0
COA6_1	0	0	0	1
MTHFD1_1	0	1	0	1
MTERF2_1	0	0	0	0
CYBB_1	0	0	1	0
RWDD2B_1	0	0	0	0
DFFA_1	0	1	0	0
IL8_1	1	1	0	0
PDCD4_1	0	1	1	1
RYR3_1	0	0	0	0
GLRX_1	1	0	1	1
ASPM_1	0	0	0	0
PSPC1_2	0	1	0	0
ANGEL1_1	0	0	0	1
SAMD4B_1	0	0	1	1
RBM5_1	0	1	0	1
FTO_1	0	0	0	1
ATP6V0D1_1	0	0	0	1
SUMO1_1	0	0	0	1
FAM198B_1	0	0	1	0
TBC1D20_1	0	1	0	1
DTWD1_1	0	0	0	0
CD1_1	0	0	0	1
NAA20_1	0	1	0	1
SLC25A33_2	0	0	1	0
GLT8D2_1	0	0	0	0
MADH2_1	0	0	1	1
ELMO3_1	0	1	0	1
ACAA1_1	0	1	0	0
STRN_1	0	0	0	1
FHL1_1	1	0	0	0
ATP5D_1	0	0	0	0
CLDN3_1	1	0	0	1
INIP_1	0	1	1	1
LIG3_1	0	0	0	1
MINDY2_1	0	0	0	1
MED28_1	0	0	0	1
CYB5A_1	0	0	0	1
DNAL4_1	0	0	1	1
NPLOC4_2	0	0	0	1
EPM2A_1	0	1	1	0
NEGR1_1	0	0	0	0
CDH5_1	0	1	0	0
TSTD3_1	0	1	0	0
RARRES1_1	1	0	0	0
AURKAIP1_1	0	0	0	1
NACC2_1	0	0	0	0
PRIM2_1	0	0	0	1
TEAD1_1	0	1	0	1
SLC20A2_2	1	0	0	0
CYP4V2_1	0	1	0	0
PHACTR4_1	0	0	0	0
SRP72_1	0	0	0	0
IMPDH_2	0	0	0	0
CMTM6_1	0	0	0	1
LCP1_1	0	1	0	0
RPP40_1	0	0	0	1
SVBP_1	0	1	0	1
DRAXIN_1	0	1	0	0
ZNF346_1	0	0	0	0
LBR_1	0	0	1	1
CDC73_1	0	0	0	0
IGFBP4_1	1	0	0	0
RPS6_1	0	0	0	1
PDXK_1	0	0	0	1
RPL26_1	0	0	0	0
ACTR5_1	0	0	0	0
AIRC_1	0	0	0	0
SMIM20_1	0	0	0	1
FAM46A_1	1	1	0	1
MAB21L1_1	0	0	0	0
ENPP4_2	0	0	1	1
NAPEPLD_1	0	0	0	0
CAV2_1	0	0	0	1
OLFM1_1	0	0	0	0
OGN_1	1	1	0	0
WFDC1_1	0	0	0	0
ACTN1_1	0	0	1	1
LYRM2_1	0	0	0	0
FZD6_1	0	0	0	0
RSU1_1	0	0	0	0
CSF3_1	1	1	0	0
ELMO1_1	0	0	0	0
C1QTNF2_1	0	1	0	0
CHMP2B_1	0	0	0	0
TBC1D15_1	0	1	0	1
PMM2_1	0	1	0	1
POGLUT1_1	0	0	0	0
HDAC4_1	0	0	1	1
HNRNPA3_1	0	0	0	0
UBXN6_1	0	0	0	0
TGIF1_1	0	1	0	0
CTRC_1	0	0	0	0
PYGO1_1	0	0	0	0
GABRB3_1	0	0	0	1
ISL1_1	0	1	1	0
MORC3_1	0	0	0	1
L3MBTL2_1	0	0	1	1
RAB8B_1	0	0	0	1
VAV2_1	0	1	0	1
SMAP2_1	0	0	1	1
IFT140_1	0	0	0	1
NANP_1	0	0	0	1
ABHD1_1	0	0	0	1
STT3A_1	0	0	1	0
MAD2L1_1	0	0	0	1
TRDMT1_1	0	0	1	0
PIK3R5_1	1	0	0	0
CEP70_1	0	0	0	1
ZBTB43_2	0	0	0	0
RPN1_2	0	0	0	0
EXOC8_1	0	0	0	0
ENSA_1	0	1	1	1
WBSCR22_1	0	0	0	0
ABTB1_1	0	1	0	1
MGLL_1	0	0	0	1
WNT7A_1	0	0	0	0
HIF1A_1	0	0	0	1
NFIL3_1	0	1	1	1
TBCA_1	0	0	0	0
FHL5_1	0	0	0	0
cpsmb7_1	0	0	0	1
XRCC3_2	0	0	1	0
TFEB_1	0	1	0	1
CCDC61_1	0	0	1	1
CHCHD1_1	0	0	0	0
SCD5_2	0	0	0	0
EVC_1	0	0	0	0
UBE2E2_1	0	0	0	0
CENPL_1	0	0	0	0
POSTN_1	1	0	1	0
FAM84A_1	0	0	1	0
SNX1_1	1	1	1	1
CCDC43_1	0	0	0	0
NPEPL1_1	0	0	0	1
SEPT7_1	0	0	0	0
MFSD1_1	0	0	0	1
METTL7A_1	0	1	0	0
FDFT1_1	0	0	0	1
PLEKHA2_2	0	0	0	0
LIN28B_1	0	1	1	0
DUSP4_1	0	0	0	0
RGS2_1	1	0	0	1
RAD51A_1	0	0	0	0
TIMP4_1	1	0	0	1
BAZ2B_2	0	0	0	0
RDH10_1	1	1	0	1
SULT1C3_2	0	0	0	0
SBSPON_1	0	1	0	0
BUD31_1	0	0	0	1
UBE2J1_1	0	0	0	1
HACE1_1	0	1	0	1
ABHD18_1	0	1	0	1
DDX27_1	0	0	1	1
